CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
2.6;1180;-200;13.1;1088;-200;619;-200;1662;1339;29.5;33.4;1.3562
1.3;1029;-200;8.1;904;-200;709;-200;1460;992;29.1;36.7;1.4502
1.5;1080;-200;8.1;902;-200;702;-200;1516;1048;27.8;40.7;1.5002
2.2;1197;-200;11.4;1029;-200;601;-200;1628;1362;26;45.3;1.4999
1.2;1006;-200;6.7;845;-200;738;-200;1430;978;25.8;45.4;1.487
0.9;987;-200;6.2;820;-200;772;-200;1400;935;25.4;45.9;1.4684
0.8;958;-200;4.5;735;-200;816;-200;1409;906;25.2;46.4;1.464
0.8;962;-200;4.7;747;-200;813;-200;1431;913;23;52.7;1.4568
0.8;958;-200;4.6;744;-200;809;-200;1419;903;22.1;54.5;1.4337
1;976;-200;5.3;780;-200;795;-200;1467;898;22.5;53.6;1.4422
1.7;1088;-200;9.1;945;-200;636;-200;1613;1165;22;55.4;1.4436
1.9;1159;-200;11;1016;-200;595;-200;1681;1260;23.4;51.6;1.4639
2;1156;-200;10.3;988;-200;615;-200;1634;1250;26.7;43;1.4808
2.2;1202;-200;11.2;1021;-200;649;-200;1644;1226;31.3;32.9;1.4771
2.3;1226;-200;12.9;1080;-200;622;-200;1697;1188;34.8;27.1;1.4837
2.3;1181;-200;13.2;1091;-200;638;-200;1637;1072;38.3;21.5;1.4263
1.8;1062;-200;9.8;969;-200;729;-200;1459;782;37.1;21.2;1.3107
1.4;1013;-200;7.9;897;-200;798;-200;1351;594;37.3;20.3;1.2771
1.6;1029;-200;8.3;913;-200;787;-200;1373;607;38.3;19.3;1.2736
2.3;1144;-200;11.9;1046;-200;682;-200;1564;879;40.7;17;1.2793
2.4;1159;-200;12.3;1059;-200;664;-200;1580;945;39.5;18.5;1.3076
2.1;1113;-200;10;978;-200;705;-200;1538;946;36.6;22.6;1.3664
1.8;1100;-200;9.1;944;-200;730;-200;1524;882;32.8;28.2;1.3842
1.7;1037;-200;7.8;890;-200;765;-200;1408;735;30.7;30.7;1.3338
1.9;1055;-200;10.3;988;-200;720;-200;1490;874;30.1;28.7;1.2052
1.6;980;-200;8;901;-200;812;-200;1369;731;29.7;25.4;1.044
2.6;1083;-200;13.3;1094;-200;706;-200;1537;926;29.6;24.3;0.9889
5.8;1399;-200;30.3;1558;-200;473;-200;2052;1652;28;29.1;1.0846
3;1194;-200;18.5;1255;-200;555;-200;1694;1452;27.2;33.3;1.1788
1.5;970;-200;7.3;870;-200;792;-200;1376;943;27.5;30.9;1.1155
0.9;898;-200;4.2;721;-200;912;-200;1264;594;27.1;33.3;1.1762
1.1;929;-200;5.1;769;-200;879;-200;1335;607;26.4;35.1;1.1919
0.9;913;-200;4.4;734;-200;864;-200;1338;646;25.6;37.6;1.2131
0.7;854;-200;2.2;600;-200;1102;-200;1252;542;25.4;38.6;1.2352
0.6;881;-200;2.9;647;-200;964;-200;1250;550;25.5;38.2;1.2296
0.7;867;-200;2.5;618;-200;1042;-200;1231;488;27;34.3;1.2089
0.8;885;-200;2.8;638;-200;1059;-200;1248;484;29.9;29.6;1.2296
0.9;899;-200;3;654;-200;1037;-200;1254;481;31.9;26.8;1.2477
1;886;-200;2.7;633;-200;1071;-200;1214;453;33;23.5;1.1583
0.9;864;-200;3;651;-200;1096;-200;1193;443;34.5;19.3;1.0369
0.7;822;-200;2.4;611;-200;1191;-200;1138;403;33.2;19;0.9533
0.6;810;-200;2.2;597;-200;1255;-200;1106;361;32.2;20.5;0.9699
0.6;784;-200;1.9;576;-200;1327;-200;1060;342;32.6;17.5;0.8467
0.8;823;-200;2.7;633;-200;1228;-200;1103;366;33;17.5;0.8683
0.9;863;-200;3.4;678;-200;1153;-200;1139;434;32.9;17.5;0.8622
1.1;880;-200;4.3;728;-200;1046;-200;1167;514;31.6;18;0.8243
1.7;951;-200;7;859;-200;897;-200;1267;718;29.3;20.4;0.8162
1.5;942;-200;5.5;786;-200;930;-200;1245;705;27.8;24.4;0.9002
1.6;988;-200;7;859;-200;845;-200;1341;799;27.1;26.9;0.9524
1.7;1008;-200;6.7;845;-200;832;-200;1349;856;26.3;29.5;0.9959
1.3;965;-200;5.1;769;-200;878;-200;1315;667;25.9;32.9;1.0826
1.3;957;-200;4.1;717;-200;911;-200;1322;579;25.3;36.9;1.1764
1;921;-200;3.2;666;-200;954;-200;1288;480;24.8;40.1;1.2378
0.6;854;-200;1.7;562;-200;1106;-200;1224;400;24.3;42.9;1.2906
0.5;826;-200;1;504;-200;1250;-200;1204;385;24;45.5;1.3404
-200;828;-200;1;501;-200;1281;-200;1189;385;23.9;47.4;1.3881
0.4;892;-200;1.9;580;-200;1076;-200;1271;516;23.5;49.1;1.3991
0.7;954;-200;3.1;660;-200;938;-200;1342;728;23.7;49.2;1.4195
1.8;1120;-200;7.8;890;-200;728;-200;1546;1035;23.6;49.6;1.4247
1.9;1096;-200;8.5;921;-200;716;-200;1534;988;24.3;45.4;1.365
1.7;1058;-200;8;898;-200;749;-200;1470;977;26.3;38.3;1.2932
1.3;977;-200;5.7;800;-200;843;-200;1372;778;27.6;34.2;1.2464
1.4;977;-200;6.6;840;-200;827;-200;1390;736;29.2;29.1;1.1586
1.3;943;-200;5.3;777;-200;880;-200;1333;632;29.2;28.6;1.1423
1.4;964;-200;6;814;-200;850;-200;1369;689;29.4;28.3;1.1434
1.2;953;-200;5.4;781;-200;889;-200;1356;641;29.8;28;1.1558
1.3;967;-200;6.1;814;-200;854;-200;1385;703;30.1;26.7;1.1217
1.5;996;-200;6.7;843;-200;840;-200;1394;765;30.1;27.2;1.1406
2.3;1091;-200;11.7;1039;-200;699;-200;1586;923;29.6;27.5;1.1229
2.6;1114;-200;13.5;1101;-200;663;-200;1632;1057;29.6;27.7;1.1278
2.9;1133;-200;13.5;1101;-200;647;-200;1669;1105;28;30.1;1.1226
1.8;1031;-200;8.5;921;-200;731;-200;1490;897;26.8;33.8;1.1723
1.3;952;-200;5.5;787;-200;856;-200;1342;723;25.7;35.8;1.16
1.3;949;-200;5.8;804;-200;835;-200;1365;740;25.4;35.2;1.1255
1.2;932;-200;4.8;752;-200;889;-200;1310;687;25;37.3;1.1614
1.2;966;-200;5.2;774;-200;859;-200;1352;644;24.6;40.5;1.2362
0.8;888;-200;3;653;-200;973;-200;1272;497;24.2;43.8;1.3057
0.6;847;-200;2.7;634;-200;1012;-200;1258;525;24;43.7;1.2876
0.6;856;-200;3.6;687;-200;955;-200;1260;726;21.9;48.3;1.2522
0.6;881;-200;4.4;735;-200;876;-200;1308;783;22.4;47.2;1.2593
0.7;882;-200;4;711;-200;936;-200;1310;741;22.9;46.5;1.2861
1.3;1016;-200;7.7;888;169;776;64;1485;1040;23.1;47;1.3122
2.5;1228;-200;13.9;1113;231;628;72;1719;1324;23.7;46.2;1.3376
3.4;1311;-200;22;1350;232;529;73;1957;1486;25.8;41.9;1.3688
2.1;1081;-200;10.2;983;145;703;64;1546;1079;27.3;38.3;1.3669
2.2;1104;-200;10.4;993;170;705;74;1539;1081;31;29.1;1.2885
1.7;991;-200;8;898;214;787;89;1412;806;31.6;25.5;1.1638
2.1;1008;-200;10.1;980;-200;755;-200;1465;825;32.5;21.2;1.0173
2.2;986;-200;10.7;1005;-200;752;-200;1439;907;31.7;20.5;0.9428
1.4;948;-200;7.9;893;-200;828;-200;1374;768;31.5;21.5;0.9768
1.4;919;-200;7.1;862;-200;851;-200;1293;697;31.6;20.8;0.9562
1.6;958;-200;9;940;-200;820;-200;1380;728;32.4;19.4;0.9279
2.3;1037;-200;11.2;1021;-200;747;-200;1451;786;31.7;20.3;0.9336
3.3;1120;-200;16;1181;-200;653;-200;1604;1028;31.1;21;0.9337
4.1;1205;-200;19.9;1294;-200;579;-200;1744;1317;28.9;25.4;0.9933
3.3;1172;-200;15.3;1159;-200;597;-200;1653;1290;27.4;30.8;1.1112
2.2;1088;-200;11.1;1019;-200;668;-200;1554;1165;26.3;34.1;1.1453
-200;1055;-200;10;979;-200;694;-200;1517;1086;25.4;35.2;1.1288
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;1297;-200;34.5;1654;-200;848;-200;1366;1611;22.7;33;0.8987
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
3.4;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200;-200
4;1325;-200;18.9;1266;477;926;188;1441;1543;32.4;19.8;0.9484
4.7;1383;-200;24.1;1406;502;824;176;1582;1678;29.9;22.3;0.9235
3.8;1254;-200;18.1;1241;420;873;163;1463;1431;28.2;24.8;0.936
2.8;1221;-200;15.8;1174;344;874;155;1481;1413;26.8;28.9;1.0019
2.6;1226;-200;14.6;1138;307;862;146;1481;1419;25.1;32.3;1.0131
2;1100;-200;10.6;999;251;984;131;1361;1145;25.4;30.5;0.9722
1.4;999;-200;7.5;879;180;1114;119;1261;960;24.9;28.3;0.8775
1.2;980;-200;7.4;873;141;1088;98;1258;949;23.2;30.5;0.8558
0.6;859;-200;3.8;698;105;1254;89;1157;819;22.3;33.6;0.8959
0.3;814;-200;2.3;606;-200;1370;-200;1131;745;23;33;0.9184
0.2;806;-200;2.3;605;74;1366;68;1132;725;21.4;35.7;0.8982
0.4;813;-200;2.7;631;91;1327;65;1108;710;21.7;33.4;0.8545
0.6;889;-200;4.9;760;143;1224;81;1213;806;20.3;35.5;0.8342
3;1200;-200;18.2;1246;553;798;136;1574;1416;19.7;37.5;0.8501
3.2;1289;-200;21.4;1335;542;724;130;1681;1521;21;35.6;0.8736
3.5;1355;-200;21.3;1333;590;741;157;1691;1605;25;28.9;0.9025
3.1;1277;-200;19.9;1292;590;800;171;1626;1481;31;21.9;0.9708
2.2;1156;-200;14.8;1142;387;907;143;1490;1188;34.9;18.5;1.0189
1.7;1054;-200;12.6;1071;252;1006;116;1380;940;37.1;15;0.9297
2;1096;-200;13;1083;310;971;129;1430;986;35;17.3;0.9542
2.5;1160;-200;16.2;1185;396;873;168;1522;1162;35.1;17.5;0.9733
2.4;1148;-200;15;1149;329;924;152;1473;1047;35.4;16.6;0.9385
2.9;1166;-200;16.2;1186;393;878;175;1500;1180;38.4;13.8;0.9221
4.2;1315;-200;22.7;1370;522;794;212;1689;1399;37.6;14.5;0.9277
5.4;1425;-200;32.3;1605;631;660;220;1920;2321;35.2;16.6;0.9242
4.3;1329;-200;22.3;1360;435;704;175;1768;1894;31.2;25.5;1.1379
3.6;1299;-200;16.6;1197;407;763;165;1688;1606;29.3;30.7;1.229
2;1123;-200;11;1015;255;845;136;1470;1297;28.3;30.1;1.1392
1.5;1089;-200;11.3;1024;180;831;111;1452;1182;27.4;31.5;1.133
1.5;1081;-200;9.3;950;186;876;114;1434;1138;26.2;35.7;1.1929
1.2;1031;-200;7.3;871;147;950;96;1393;972;25.2;38.1;1.2049
1;969;-200;5.5;787;101;1035;75;1350;799;24.4;39.1;1.1784
0.5;881;-200;3.5;680;69;1175;58;1251;630;23.7;39.1;1.1289
0.5;869;-200;2.8;638;-200;1219;-200;1213;586;24.2;38.5;1.1491
0.4;866;-200;2.9;644;49;1162;41;1218;629;24.5;38.5;1.1688
0.5;895;-200;3.6;689;91;1134;55;1250;709;22.4;43.5;1.1624
0.7;933;-200;5.5;786;144;1018;73;1306;858;22.3;43.8;1.1631
2.4;1209;-200;15.5;1163;430;762;108;1606;1300;21.4;45.8;1.1515
4.1;1417;-200;28.3;1511;606;587;147;1975;1676;22.9;41.3;1.1383
3;1227;-200;17.8;1233;519;739;150;1594;1384;26.6;30.3;1.0378
2;1093;-200;12.8;1076;353;871;131;1457;1125;30.3;23;0.977
2.5;1135;-200;15.7;1170;429;867;144;1523;1189;32.8;18.9;0.9234
2.4;1112;-200;15.4;1161;345;866;151;1499;1088;34.3;17.7;0.9416
2.6;1147;-200;15.6;1168;417;858;165;1492;1118;33.3;18.9;0.9536
1.9;1086;-200;12.6;1070;276;907;135;1423;924;33;20.1;0.9959
2.1;1077;-200;12.2;1056;280;908;143;1406;935;33.6;19.6;1.0029
2.5;1110;-200;13.4;1098;365;882;153;1450;1009;34.9;18.4;1.0106
2.7;1146;-200;14.3;1125;363;846;149;1511;1016;33.4;20.3;1.027
3.3;1211;-200;16.5;1194;393;797;164;1599;1188;31.6;22.7;1.041
3.2;1218;-200;17.4;1221;385;755;180;1599;1290;29.2;26.9;1.0709
2.6;1136;-200;12.9;1082;307;824;159;1478;1130;27.7;30.1;1.0991
1.4;1017;-200;8.2;908;194;932;119;1354;880;27.1;31;1.0991
1.6;1063;-200;9.2;946;205;886;127;1391;996;26;33.4;1.1071
1.7;1083;-200;9.3;951;223;880;131;1393;1054;25.1;35.7;1.1222
1.6;1077;-200;10.4;994;176;829;101;1429;1081;24.3;38.5;1.1525
-200;968;-200;6.2;823;-200;952;-200;1343;828;23.4;40.7;1.1551
-200;898;-200;4.2;720;-200;1059;-200;1259;661;23.2;41.2;1.1561
-200;859;-200;3.1;656;-200;1126;-200;1213;582;23.6;40.5;1.1667
-200;849;-200;2.3;607;-200;1189;-200;1190;544;23.5;40.9;1.1677
-200;886;-200;3.1;658;-200;1101;-200;1234;647;20.5;48.4;1.1557
-200;932;-200;4;708;-200;1057;-200;1285;720;20.7;48.4;1.1663
-200;1144;-200;10.8;1006;-200;757;-200;1535;1207;19.9;50.8;1.1694
-200;1222;-200;13;1083;-200;729;-200;1624;1273;21.3;47.2;1.1825
-200;1202;-200;10.3;989;-200;775;-200;1506;1303;24;40.8;1.1993
-200;1323;-200;16.3;1190;-200;698;-200;1702;1479;28.7;30.3;1.1769
-200;1219;-200;12.7;1074;-200;805;-200;1532;1191;31.9;24.7;1.1477
-200;1121;-200;9.7;965;-200;899;-200;1386;932;33.8;21.9;1.1331
-200;1096;-200;9.1;942;-200;893;-200;1366;826;32.7;22.7;1.1044
-200;1019;-200;7;858;-200;989;-200;1270;631;33;21.3;1.0512
-200;1045;-200;7;857;-200;994;-200;1308;598;33.9;21.2;1.0989
-200;1147;-200;9.5;959;-200;872;-200;1387;796;35.9;20.3;1.1845
-200;1145;-200;9.8;971;-200;883;-200;1418;759;34.2;22.6;1.197
-200;1202;-200;11.7;1040;-200;815;-200;1506;886;32;27.3;1.2752
-200;1283;-200;13.9;1112;-200;719;-200;1583;1071;29.3;32.6;1.3105
-200;1148;-200;8.7;929;-200;815;-200;1443;826;27.2;38;1.347
-200;1229;-200;10.9;1012;-200;743;-200;1562;1103;26.1;41.1;1.3705
-200;1287;-200;12.3;1060;-200;716;-200;1595;1221;25.3;44.6;1.4161
-200;1285;-200;12.4;1062;-200;715;-200;1583;1449;24.6;47.2;1.4424
-200;1251;-200;12.1;1055;-200;701;-200;1602;1364;24.1;48.8;1.4412
-200;1120;-200;8;900;-200;811;-200;1462;1111;23.6;50.4;1.447
-200;1108;-200;8.4;917;-200;797;-200;1495;1129;22;55.8;1.4585
-200;961;-200;4.9;759;-200;943;-200;1375;799;22.4;53.6;1.4379
-200;950;-200;4.2;719;-200;982;-200;1372;771;21.6;55.8;1.4228
-200;901;-200;2.3;608;-200;1105;-200;1299;646;21.8;55.2;1.4184
-200;903;-200;2.5;619;-200;1111;-200;1315;705;21.7;55.4;1.4192
-200;1024;-200;4.9;757;-200;923;-200;1423;908;20.6;59.8;1.435
-200;1093;-200;6.6;837;-200;830;-200;1480;1047;22.1;55.3;1.4495
-200;1097;-200;6.5;833;-200;853;-200;1470;1015;24.8;48.2;1.4883
-200;1126;-200;6.4;830;-200;853;-200;1528;938;27.9;43.4;1.6017
-200;1139;-200;5.6;794;-200;908;-200;1456;849;30.1;38.5;1.6212
-200;1178;-200;6.4;832;-200;858;-200;1542;844;28.2;48.6;1.8253
-200;1243;-200;7.6;883;-200;745;-200;1660;1036;24.8;70.4;2.1766
-200;1017;-200;3.5;680;-200;996;-200;1421;729;27.8;49.4;1.8209
-200;1048;-200;3.3;672;-200;1050;-200;1438;556;25.4;59.9;1.9168
-200;1254;-200;6.6;840;-200;787;-200;1602;846;26.1;66.8;2.231
-200;1287;-200;8.3;911;-200;796;-200;1664;942;28;53.2;1.981
-200;1215;-200;8;900;-200;823;-200;1604;902;27.4;51.4;1.8404
-200;1363;-200;12.6;1071;-200;697;-200;1763;1178;25.7;55.8;1.8149
-200;1436;-200;17.5;1224;-200;609;-200;1886;1426;24.6;60.3;1.8363
-200;1365;-200;14.8;1143;-200;655;-200;1796;1394;24.2;61.6;1.8381
-200;1506;-200;23.3;1385;-200;555;-200;2260;1935;23.8;63.5;1.8495
-200;1227;-200;12.2;1055;-200;705;-200;1772;1360;23;64.8;1.802
-200;1038;-200;7.2;866;-200;833;-200;1570;1061;23;63.3;1.7589
-200;934;-200;4.6;744;-200;970;-200;1473;870;22.8;63.3;1.7355
-200;900;-200;3.8;699;-200;1036;-200;1452;799;21;68.6;1.6873
-200;870;-200;3.7;692;-200;1070;-200;1443;779;20.4;70.7;1.6734
-200;875;-200;4;713;-200;1027;-200;1436;809;19.4;73.4;1.6417
-200;940;-200;5.5;789;-200;917;-200;1473;914;19.5;72;1.6118
-200;1053;-200;8.3;913;-200;824;-200;1578;1033;19.7;70.3;1.5925
-200;1509;-200;28.2;1508;-200;533;-200;2257;1572;20.4;66.7;1.577
-200;1559;-200;32.1;1599;-200;498;-200;2374;1704;21.8;61.8;1.5966
-200;1313;-200;17.7;1231;-200;626;-200;1889;1455;23;60.2;1.6652
3.1;1372;-200;18.4;1251;475;609;138;1890;1588;25.4;53;1.6963
2.9;1320;-200;16.3;1190;395;655;138;1825;1482;30;41.6;1.7324
3;1346;-200;18.2;1246;353;639;138;1907;1458;32.6;34.8;1.6872
3;1307;-200;17.9;1236;397;649;137;1869;1356;32.2;34.2;1.6145
2.2;1157;-200;12.6;1069;274;737;120;1653;1100;32.1;33.5;1.569
2;1154;-200;11.3;1026;505;773;208;1623;1212;32.6;31.8;1.5361
2.3;1172;-200;14.9;1145;275;735;128;1676;1049;35.2;25.2;1.4111
3.1;1241;-200;18.5;1254;360;693;145;1735;1149;34.3;24.7;1.3154
-200;1379;-200;25.2;1433;-200;605;-200;1982;1370;31.5;29.9;1.3638
6.2;1570;-200;35.9;1684;597;494;168;2289;1716;29;36.6;1.4452
4.7;1418;-200;26.7;1471;728;542;177;2064;1600;27.1;42.2;1.4949
3;1317;-200;19.9;1295;891;593;172;1883;1592;26.1;46.4;1.5445
2.1;1204;-200;14.6;1136;346;648;112;1782;1491;25.1;49.4;1.548
1;1014;-200;6.9;853;98;843;39;1499;1084;26;46.4;1.5375
0.8;956;-200;5.6;794;144;896;68;1456;1007;24.7;49.2;1.5116
0.7;891;-200;3.9;708;110;1005;51;1382;823;24.8;49;1.5092
-200;856;-200;3.2;665;-200;1061;-200;1375;788;23.5;52.6;1.5035
-200;863;-200;3.9;703;-200;1032;-200;1403;791;20.8;62.1;1.5044
-200;911;-200;4.6;745;-200;922;-200;1428;924;19.9;65.5;1.5078
-200;936;-200;5;765;-200;916;-200;1462;941;20.6;62.9;1.5088
-200;1087;-200;9.6;964;-200;774;-200;1633;1103;21.3;59.4;1.4918
-200;1540;-200;27.8;1498;-200;519;-200;2301;1657;22;58.3;1.5199
-200;1513;-200;32.1;1601;-200;469;-200;2382;1743;23.2;55.4;1.5559
-200;1409;-200;20.9;1322;-200;562;-200;2004;1601;26.5;50.2;1.713
-200;1219;-200;11.8;1042;-200;699;-200;1750;1253;29;45.5;1.7976
-200;1286;-200;15.8;1172;-200;644;-200;1870;1295;30.1;42;1.7602
-200;1228;-200;15.8;1174;-200;668;-200;1788;1192;32.3;35.9;1.7067
-200;1140;-200;14;1117;-200;711;-200;1690;1046;33.2;33.8;1.69
-200;1052;-200;8.2;906;-200;832;-200;1516;803;34;33.6;1.7591
-200;1282;-200;13.7;1107;-200;682;-200;1791;1116;29.9;45.6;1.8942
-200;1378;-200;19.5;1282;-200;576;-200;2010;1347;27.7;53.7;1.967
-200;1506;-200;26.7;1471;-200;518;-200;2200;1530;28;52.7;1.9604
-200;1310;-200;18.7;1259;-200;620;-200;1926;1240;28.6;48.2;1.8616
-200;1204;-200;13.9;1114;-200;686;-200;1807;1092;24.8;61.6;1.9067
-200;1071;-200;6.7;842;-200;873;-200;1575;740;20.3;77.2;1.8204
-200;967;-200;4.2;719;-200;980;-200;1490;670;19.7;82.5;1.8674
-200;947;-200;3.6;689;-200;1009;-200;1454;640;20.6;78.8;1.8885
-200;1011;-200;4.4;734;-200;967;-200;1497;918;19.2;87.2;1.9195
-200;971;-200;4.2;722;-200;949;-200;1472;804;20.5;81.5;1.936
-200;886;-200;2.6;627;-200;1082;-200;1405;694;21.4;74;1.8683
-200;908;-200;3.1;657;-200;1013;-200;1460;796;20.5;78.2;1.8678
-200;901;-200;3;652;-200;1013;-200;1468;804;20.7;77.8;1.8764
-200;915;-200;3.4;674;-200;970;-200;1481;829;20.5;78;1.8636
-200;940;-200;4;712;-200;961;-200;1499;848;20.6;76.2;1.8272
-200;1048;-200;7.8;891;-200;791;-200;1654;992;20.1;77.4;1.802
-200;1298;-200;16.1;1181;-200;644;-200;1962;1256;20.9;73.3;1.787
-200;1487;-200;27.6;1493;-200;492;-200;2345;1598;21.2;72.3;1.8007
-200;1327;-200;17.8;1233;-200;582;-200;1968;1403;22.5;68.9;1.8511
-200;1363;-200;18.5;1255;-200;573;-200;1989;1497;23.7;64.5;1.8682
-200;1393;-200;21.6;1340;-200;529;-200;2080;1500;23.2;68.4;1.9243
-200;1361;-200;21;1324;-200;540;-200;2044;1549;23.5;69.2;1.9776
-200;1289;-200;17.2;1217;-200;599;-200;1975;1374;24.1;65.5;1.9371
-200;1265;-200;16.1;1184;-200;619;-200;1930;1270;24.2;65.6;1.9501
-200;1339;-200;18.6;1257;-200;579;-200;2031;1360;24.6;63.9;1.9459
-200;1269;-200;17.2;1215;-200;608;-200;1939;1296;26.3;56.5;1.9018
3.3;1299;-200;17.3;1220;341;624;112;1929;1319;26.9;53.1;1.8557
6.1;1546;-200;28.6;1519;622;493;170;2265;1649;26.5;50.8;1.7334
6.7;1571;-200;31.8;1593;615;469;173;2409;1686;25.1;55.8;1.7511
4.4;1312;-200;20.1;1299;443;580;135;2016;1380;23.9;58.9;1.7276
1.9;1074;-200;9.2;946;219;767;93;1635;1079;23.1;62.8;1.7562
1.8;1127;-200;10.3;989;203;752;74;1724;1096;22.1;67.3;1.7671
1.5;1040;-200;8.6;923;165;769;69;1640;1049;22.1;66.5;1.7441
1.6;1060;-200;8.6;925;339;772;109;1649;1161;21.1;70.1;1.7366
0.8;911;-200;4.8;753;103;934;55;1496;865;21.9;67.1;1.7394
0.5;853;-200;2.6;623;74;1107;49;1421;768;21.7;67.4;1.7262
0.7;915;-200;4.3;725;-200;962;-200;1485;845;20.2;73.8;1.7229
0.6;897;-200;4.5;738;72;936;42;1471;843;19.1;76;1.6668
0.9;976;-200;6.6;840;180;844;50;1562;964;19.4;75.4;1.6802
1.4;1066;-200;10.1;982;239;740;53;1699;1065;19.7;74.4;1.6829
4.2;1435;-200;23.4;1387;664;544;86;2140;1467;19.9;74.3;1.7083
4.1;1420;-200;25;1430;525;512;81;2194;1510;20.4;72.8;1.7198
3.6;1365;-200;21.6;1341;543;549;96;2033;1518;21.6;67.7;1.7254
2.5;1171;-200;13;1083;390;695;96;1758;1276;22.9;59.1;1.633
1.3;982;-200;6.8;850;217;888;79;1505;873;18.7;73.1;1.5608
1.7;1021;-200;10;979;248;798;95;1580;958;21.1;58.3;1.4444
2.1;1044;-200;11.7;1039;333;771;127;1609;1076;23.3;47.1;1.3281
1.7;1005;-200;9.8;972;279;834;102;1514;952;22.9;47.9;1.3208
1.9;1021;-200;10.2;985;339;816;107;1524;977;23.3;46.2;1.301
2.3;1064;-200;12;1048;315;772;110;1574;1059;23.7;45.4;1.315
3.3;1167;-200;17.7;1231;365;659;124;1745;1199;23.8;46.1;1.3373
3.5;1167;-200;18.8;1263;338;640;113;1790;1212;23;49.3;1.3689
3.6;1164;-200;17.6;1227;318;658;104;1800;1193;21.9;53.1;1.3787
2.9;1092;-200;13.8;1110;302;725;117;1641;1105;21.3;54.8;1.3742
2;997;-200;9.4;955;214;845;94;1528;926;21.2;55.2;1.3699
1.9;966;-200;9.6;964;-200;858;-200;1560;1231;21.4;54.8;1.3813
1.5;969;-200;8.5;922;-200;906;-200;1488;995;20.8;57.2;1.3925
1.1;944;-200;10.7;1005;363;874;109;1633;1094;21.3;55.8;1.3974
0.8;834;-200;6.1;817;178;1022;72;1408;774;21.4;52.1;1.3125
0.5;796;-200;3.2;667;55;1162;40;1295;558;20.6;56.6;1.3583
0.4;777;-200;2;585;-200;1305;-200;1266;510;20;59.1;1.3694
0.3;752;-200;1.2;521;32;1451;23;1247;471;19.7;61.9;1.4017
0.3;755;-200;1.3;528;35;1472;24;1234;471;19.6;59.1;1.3346
0.5;800;-200;2.2;598;84;1336;41;1278;529;19.8;56.7;1.2941
2.4;1147;-200;14.6;1136;456;737;99;1708;1114;20.2;55.6;1.3043
2.2;1036;-200;9.7;965;342;854;91;1544;987;19.7;57.8;1.3112
1.4;926;-200;6.7;845;239;979;81;1398;851;20.2;53.1;1.2442
1.6;961;-200;7.6;881;337;932;95;1417;901;22;47;1.2259
1.6;951;-200;8.6;926;351;902;113;1460;949;23.5;41.6;1.1884
1.6;962;-200;9;940;209;889;89;1441;855;22.8;41.8;1.1417
2.1;1004;-200;10.7;1004;257;832;88;1490;911;23.4;40.4;1.15
1.1;893;-200;6.3;828;169;988;81;1357;672;23.2;42.8;1.2017
1.6;990;-200;9.4;956;216;872;82;1476;826;23.6;43.2;1.2433
2.4;1071;-200;12.5;1068;303;798;115;1556;988;23.9;40.8;1.1937
2.9;1140;-200;15.2;1155;320;733;112;1660;1105;23.6;42.8;1.23
2.7;1103;-200;14.8;1143;310;741;116;1647;1089;23.2;43.3;1.2161
3.1;1082;-200;15.9;1178;341;733;129;1605;1077;22.8;42.5;1.1608
2.2;991;-200;10;977;272;872;110;1448;923;22.3;42.2;1.1209
1.5;935;-200;6.9;852;229;978;105;1344;824;22.1;43;1.1271
1.2;908;-200;5.5;790;168;1046;90;1317;717;22.2;42.7;1.1237
1.3;927;-200;6.3;826;173;1021;94;1331;734;22.1;42.8;1.1265
1.4;936;-200;6.7;844;186;978;96;1365;776;22.1;43.5;1.1443
0.9;847;-200;3.7;694;112;1153;70;1240;594;21.5;45.6;1.1528
0.7;812;-200;3.2;664;79;1212;57;1215;518;21.1;44.5;1.098
